| customer_id | first_name  | last_name    | total_sales | movies_rented | store_id | country                               | district             | city                       |
|         500 | REGINALD    | KINDER       |      115.72 |            28 |        1 | Indonesia                             | East Java            | Madiun                     |
|          25 | DEBORAH     | WALKER       |      115.71 |            29 |        1 | Pakistan                              | Sind                 | Shikarpur                  |
|         287 | BECKY       | MILES        |      115.71 |            29 |        2 | India                                 | Tamil Nadu           | Tambaram                   |
|         481 | HERMAN      | DEVORE       |      115.71 |            29 |        1 | Tanzania                              | Mwanza               | Mwanza                     |
|         485 | CLYDE       | TOBIAS       |      115.71 |            29 |        1 | China                                 | Guangdong            | Shaoguan                   |
|         588 | MARION      | OCAMPO       |      115.71 |            29 |        1 | China                                 | Shandong             | Weifang                    |
|          20 | SHARON      | ROBINSON     |      115.70 |            30 |        2 | Pakistan                              | Nothwest Border Prov | Mardan                     |
|          53 | HEATHER     | MORRIS       |      115.70 |            30 |        1 | Japan                                 | Chiba                | Nagareyama                 |
|         444 | MARCUS      | HIDALGO      |      115.70 |            30 |        2 | Estonia                               | Tartumaa             | Tartu                      |
|         503 | ANGEL       | BARCLAY      |      115.68 |            32 |        1 | Japan                                 | Nagano               | Ueda                       |
|         427 | JESUS       | MCCARTNEY    |      114.76 |            24 |        2 | Brazil                                | So Paulo             | Guaruj                     |
|         343 | DOUGLAS     | GRAF         |      114.75 |            25 |        1 | Mexico                                | Baja California      | Mexicali                   |
|          44 | MARIE       | TURNER       |      114.74 |            26 |        1 | Russian Federation                    | Lipetsk              | Lipetsk                    |
|         171 | DOLORES     | WAGNER       |      114.74 |            26 |        2 | Malaysia                              | Perak                | Ipoh                       |
|         220 | CHARLENE    | ALVAREZ      |      114.73 |            27 |        2 | Tanzania                              | Zanzibar West        | Zanzibar                   |
|          57 | EVELYN      | MORGAN       |      114.72 |            28 |        2 | Liechtenstein                         | Vaduz                | Vaduz                      |
|         317 | EDWARD      | BAUGH        |      114.72 |            28 |        2 | Faroe Islands                         | Streymoyar           | Trshavn                    |
|         338 | DENNIS      | GILMAN       |      114.72 |            28 |        1 | South Africa                          | Western Cape         | Paarl                      |
|         457 | BILL        | GAVIN        |      114.72 |            28 |        2 | United States                         | Illinois             | Rockford                   |
|         186 | HOLLY       | FOX          |      114.69 |            31 |        2 | India                                 | West Bengali         | Haldia                     |
|         323 | MATTHEW     | MAHAN        |      114.69 |            31 |        2 | Mexico                                | Morelos              | Cuautla                    |
|          22 | LAURA       | RODRIGUEZ    |      113.78 |            22 |        1 | Morocco                               | Rabat-Sal-Zammour-Z  | Sal                        |
|         582 | ANDY        | VANHORN      |      113.75 |            25 |        2 | Mexico                                | Hidalgo              | Huejutla de Reyes          |
|         294 | SHELLY      | WATTS        |      113.74 |            26 |        2 | United States                         | Ohio                 | Dayton                     |
|         486 | GLEN        | TALBERT      |      113.74 |            26 |        1 | Mexico                                | Coahuila de Zaragoza | Acua                       |
|         593 | RENE        | MCALISTER    |      113.74 |            26 |        2 | United States                         | California           | Garden Grove               |
|         139 | AMBER       | DIXON        |      113.73 |            27 |        1 | Taiwan                                | Ynlin                | Touliu                     |
|         113 | CINDY       | FISHER       |      113.71 |            29 |        2 | Venezuela                             | Sucre                | Cuman                      |
|         447 | CLIFFORD    | BOWENS       |      113.71 |            29 |        1 | Russian Federation                    | Tatarstan            | Nabereznyje Telny          |
|         157 | DARLENE     | ROSE         |      113.69 |            31 |        2 | North Korea                           | Pyongyang-si         | Pyongyang                  |
|          91 | LOIS        | BUTLER       |      113.65 |            35 |        2 | Brunei                                | Brunei and Muara     | Bandar Seri Begawan        |
|         493 | BRENT       | HARKINS      |      112.77 |            23 |        1 | Turkey                                | Istanbul             | Sultanbeyli                |
|         540 | TYRONE      | ASHER        |      112.76 |            24 |        1 | Bulgaria                              | Ruse                 | Ruse                       |
|          63 | ASHLEY      | RICHARDSON   |      112.75 |            25 |        1 | United States                         | Nebraska             | Lincoln                    |
|         590 | SETH        | HANNON       |      112.75 |            25 |        2 | Bahrain                               | al-Manama            | al-Manama                  |
|         327 | LARRY       | THRASHER     |      112.74 |            26 |        2 | Turkey                                | Adana                | Adana                      |
|         407 | DALE        | RATCLIFF     |      112.73 |            27 |        1 | South Africa                          | North West           | Rustenburg                 |
|         441 | MARIO       | CHEATHAM     |      112.72 |            28 |        1 | Algeria                               | Batna                | Batna                      |
|         161 | GERALDINE   | PERKINS      |      112.70 |            30 |        1 | Israel                                | Tel Aviv             | Tel Aviv-Jaffa             |
|         256 | MABEL       | HOLLAND      |      112.70 |            30 |        2 | Myanmar                               | Sagaing              | Monywa                     |
|         453 | CALVIN      | MARTEL       |      111.77 |            23 |        1 | Venezuela                             | Zulia                | Maracabo                   |
|         528 | CLAUDE      | HERZOG       |      111.75 |            25 |        1 | Angola                                | Benguela             | Benguela                   |
|         234 | CLAUDIA     | FULLER       |      111.74 |            26 |        1 | Kuwait                                | Hawalli              | Jalib al-Shuyukh           |
|         518 | GABRIEL     | HARDER       |      111.74 |            26 |        1 | Turkey                                | Sivas                | Sivas                      |
|         116 | VICTORIA    | GIBSON       |      111.73 |            27 |        1 | Indonesia                             | Central Java         | Pemalang                   |
|         396 | EARL        | SHANKS       |      111.73 |            27 |        1 | Japan                                 | Saitama              | Iwatsuki                   |
|         579 | DARYL       | LARUE        |      111.73 |            27 |        2 | Iraq                                  | Ninawa               | Mosul                      |
|         213 | GINA        | WILLIAMSON   |      111.72 |            28 |        1 | Yemen                                 | Taizz                | Taizz                      |
|         592 | TERRANCE    | ROUSH        |      111.71 |            29 |        1 | Hungary                               | Fejr                 | Szkesfehrvr                |
|          28 | CYNTHIA     | YOUNG        |      111.68 |            32 |        1 | India                                 | Bihar                | Munger (Monghyr)           |
|         258 | MYRTLE      | FLEMING      |      110.76 |            24 |        1 | Dominican Republic                    | Santiago             | Santiago de los Caballeros |
|         375 | AARON       | SELBY        |      110.76 |            24 |        2 | Congo, The Democratic Republic of the | East Kasai           | Mwene-Ditu                 |
|         417 | TRAVIS      | ESTEP        |      110.75 |            25 |        1 | Saudi Arabia                          | al-Sharqiya          | al-Qatif                   |
|         231 | GEORGIA     | JACOBS       |      110.74 |            26 |        1 | India                                 | West Bengali         | Uttarpara-Kotrung          |
|          40 | AMANDA      | CARTER       |      110.73 |            27 |        2 | Morocco                               | Oriental             | Nador                      |
|         190 | YOLANDA     | WEAVER       |      110.73 |            27 |        2 | Tanzania                              | Tabora               | Tabora                     |
|          90 | RUBY        | WASHINGTON   |      110.72 |            28 |        2 | China                                 | Guangdong            | Meixian                    |
|         376 | RANDY       | GAITHER      |      110.72 |            28 |        1 | Russian Federation                    | Kurgan               | Kurgan                     |
|         559 | EVERETT     | BANDA        |      110.72 |            28 |        2 | Egypt                                 | al-Sharqiya          | Bilbays                    |
|         563 | KEN         | PREWITT      |      110.71 |            29 |        2 | Romania                               | Bukarest             | Bucuresti                  |
|         135 | JUANITA     | MASON        |      110.70 |            30 |        2 | India                                 | Maharashtra          | Pune                       |
|         424 | KYLE        | SPURLOCK     |      110.70 |            30 |        2 | China                                 | Guangdong            | Shanwei                    |
|         138 | HAZEL       | WARREN       |      110.66 |            34 |        1 | China                                 | Inner Mongolia       | Hohhot                     |
|         477 | DAN         | PAINE        |      109.78 |            22 |        1 | United Kingdom                        | England              | Stockport                  |
|         155 | GAIL        | KNIGHT       |      109.75 |            25 |        1 | Switzerland                           | Bern                 | Bern                       |
|         193 | KATIE       | ELLIOTT      |      109.75 |            25 |        2 | Kenya                                 | Nyanza               | Kisumu                     |
|         305 | RICHARD     | MCCRARY      |      109.75 |            25 |        1 | United States                         | Texas                | Arlington                  |
|         460 | LEON        | BOSTIC       |      109.75 |            25 |        1 | Colombia                              | Caquet               | Florencia                  |
|         562 | WALLACE     | SLONE        |      109.75 |            25 |        1 | Nigeria                               | Sokoto & Kebbi & Zam | Sokoto                     |
|         121 | JOSEPHINE   | GOMEZ        |      109.74 |            26 |        1 | India                                 | Uttar Pradesh        | Etawah                     |
|         333 | ANDREW      | PURDY        |      109.73 |            27 |        2 | Azerbaijan                            | Baki                 | Baku                       |
|         471 | DEAN        | SAUER        |      109.73 |            27 |        1 | South Africa                          | Gauteng              | Johannesburg               |
|         290 | KRISTINA    | CHAMBERS     |      109.72 |            28 |        1 | Venezuela                             | Gurico               | Valle de la Pascua         |
|         574 | JULIAN      | VEST         |      109.72 |            28 |        2 | Japan                                 | Tokyo-to             | Akishima                   |
|         405 | LEONARD     | SCHOFIELD    |      109.68 |            32 |        1 | Argentina                             | Buenos Aires         | Tandil                     |
|          47 | FRANCES     | PARKER       |      108.78 |            22 |        1 | Brazil                                | Cear                 | Juazeiro do Norte          |
|         541 | DARREN      | WINDHAM      |      108.76 |            24 |        2 | Italy                                 | Toscana              | Livorno                    |
|         201 | VICKI       | FIELDS       |      108.75 |            25 |        1 | Germany                               | Nordrhein-Westfalen  | Witten                     |
|         572 | SIDNEY      | BURLESON     |      108.75 |            25 |        1 | Poland                                | Slaskie              | Czestochowa                |
|         587 | SERGIO      | STANFIELD    |      108.74 |            26 |        1 | Mexico                                | Guanajuato           | Celaya                     |
|         145 | LUCILLE     | HOLMES       |      108.72 |            28 |        1 | South Africa                          | Gauteng              | Soshanguve                 |
|         275 | CAROLE      | BARNETT      |      108.70 |            30 |        2 | United States                         | Illinois             | Peoria                     |
|         246 | MARIAN      | MENDOZA      |      107.77 |            23 |        1 | Brazil                                | Paran                | Maring                     |
|         249 | DORA        | MEDINA       |      107.77 |            23 |        2 | China                                 | Tianjin              | Tianjin                    |
|         127 | ELAINE      | STEVENS      |      107.76 |            24 |        2 | Russian Federation                    | Smolensk             | Smolensk                   |
|         553 | MAX         | PITT         |      107.76 |            24 |        1 | Yugoslavia                            | Vojvodina            | Novi Sad                   |
|         109 | EDNA        | WEST         |      107.74 |            26 |        2 | South Africa                          | North West           | Klerksdorp                 |
|         261 | DEANNA      | BYRD         |      107.74 |            26 |        1 | Philippines                           | Cagayan Valley       | Tuguegarao                 |
|         546 | KELLY       | KNOTT        |      107.74 |            25 |        1 | China                                 | Hainan               | Sanya                      |
|         581 | VIRGIL      | WOFFORD      |      107.73 |            27 |        1 | Mexico                                | Guerrero             | Jos Azueta                 |
|          52 | JULIE       | SANCHEZ      |      107.71 |            29 |        1 | Spain                                 | Galicia              | A Corua (La Corua)         |
|         418 | JEFF        | EAST         |      107.70 |            30 |        2 | Dominican Republic                    | Puerto Plata         | San Felipe de Puerto Plata |
|         452 | TOM         | MILNER       |      107.68 |            32 |        1 | United Arab Emirates                  | Abu Dhabi            | Abu Dhabi                  |
|         341 | PETER       | MENARD       |      106.77 |            23 |        1 | Netherlands                           | Gelderland           | Ede                        |
|         345 | CARL        | ARTIS        |      106.77 |            23 |        1 | Paraguay                              | Central              | San Lorenzo                |
|         379 | CARLOS      | COUGHLIN     |      106.77 |            23 |        1 | India                                 | Gujarat              | Bhavnagar                  |
|          11 | LISA        | ANDERSON     |      106.76 |            24 |        2 | Japan                                 | Kanagawa             | Sagamihara                 |
|          98 | LILLIAN     | GRIFFIN      |      106.75 |            25 |        1 | United Arab Emirates                  | Abu Dhabi            | al-Ayn                     |
|         160 | ERIN        | DUNN         |      106.73 |            27 |        2 | Russian Federation                    | Moskova              | Ljubertsy                  |
|         381 | BOBBY       | BOUDREAU     |      106.65 |            35 |        2 | Anguilla                              |                      | South Hill                 |
|         429 | FREDERICK   | ISBELL       |      105.79 |            21 |        2 | Japan                                 | Okayama              | Tsuyama                    |
|         150 | DANIELLE    | DANIELS      |      105.75 |            25 |        2 | Mexico                                | Michoacn de Ocampo   | Hidalgo                    |
|         308 | THOMAS      | GRIGSBY      |      105.75 |            25 |        1 | United States                         | Missouri             | Kansas City                |
|         414 | VINCENT     | RALSTON      |      105.75 |            25 |        1 | Mexico                                | Guanajuato           | Allende                    |
|         517 | BRAD        | MCCURDY      |      105.75 |            25 |        2 | Taiwan                                | Taipei               | Chungho                    |
|          96 | DIANA       | ALEXANDER    |      105.73 |            27 |        1 | United States                         | Georgia              | Augusta-Richmond County    |
|         397 | JIMMY       | SCHRADER     |      105.71 |            29 |        1 | Russian Federation                    | Krasnojarsk          | Atinsk                     |
|         247 | STELLA      | MORENO       |      104.78 |            22 |        1 | Mexico                                | Mxico                | Coacalco de Berriozbal     |
|         409 | RODNEY      | MOELLER      |      104.77 |            23 |        2 | Nigeria                               | Bauchi & Gombe       | Deba Habe                  |
|         466 | LEO         | EBERT        |      104.77 |            23 |        1 | China                                 | Shandong             | Dongying                   |
|         270 | LEAH        | CURTIS       |      104.75 |            25 |        1 | Poland                                | Wielkopolskie        | Kalisz                     |
|          31 | BRENDA      | WRIGHT       |      104.74 |            26 |        2 | India                                 | West Bengali         | Kamarhati                  |
|         312 | MARK        | RINEHART     |      104.74 |            26 |        2 | Saudi Arabia                          | Tabuk                | Tabuk                      |
|         425 | FRANCIS     | SIKES        |      104.74 |            26 |        2 | Mexico                                | Oaxaca               | San Juan Bautista Tuxtepec |
|         391 | CLARENCE    | GAMEZ        |      104.70 |            30 |        1 | Japan                                 | Osaka                | Izumisano                  |
|          65 | ROSE        | HOWARD       |      103.78 |            22 |        2 | French Guiana                         | Cayenne              | Cayenne                    |
|         365 | BRUCE       | SCHWARZ      |      103.77 |            23 |        2 | Japan                                 | Okinawa              | Okinawa                    |
|         519 | RON         | DELUCA       |      103.77 |            23 |        2 | Japan                                 | Gumma                | Isesaki                    |
|         475 | PEDRO       | CHESTNUT     |      103.76 |            24 |        2 | Ukraine                               | Sumy                 | ostka                      |
|         199 | BETH        | FRANKLIN     |      103.75 |            25 |        2 | Vietnam                               | Haiphong             | Haiphong                   |
|         324 | GARY        | COY          |      103.75 |            25 |        2 | China                                 | Henan                | Yuzhou                     |
|         537 | CLINTON     | BUFORD       |      103.75 |            25 |        2 | United States                         | Colorado             | Aurora                     |
|         202 | CARLA       | GUTIERREZ    |      103.74 |            26 |        2 | India                                 | Maharashtra          | Bhusawal                   |
|          74 | DENISE      | KELLY        |      103.73 |            27 |        1 | Brazil                                | So Paulo             | Rio Claro                  |
|         282 | JENNY       | CASTRO       |      103.73 |            27 |        2 | Puerto Rico                           | Ponce                | Ponce                      |
|         383 | MARTIN      | BALES        |      103.73 |            27 |        1 | Angola                                | Namibe               | Namibe                     |
|          12 | NANCY       | THOMAS       |      103.72 |            28 |        1 | India                                 | Haryana              | Yamuna Nagar               |
|         374 | JEREMY      | HURTADO      |      103.72 |            28 |        2 | Brazil                                | Pernambuco           | Vitria de Santo Anto       |
|         100 | ROBIN       | HAYES        |      102.76 |            24 |        1 | Russian Federation                    | Lipetsk              | Jelets                     |
|         445 | MICHEAL     | FORMAN       |      102.74 |            26 |        1 | Argentina                             | Buenos Aires         | Escobar                    |
|         367 | ADAM        | GOOCH        |      101.78 |            22 |        1 | India                                 | Andhra Pradesh       | Adoni                      |
|         480 | COREY       | HAUSER       |      101.78 |            22 |        1 | Turkey                                | Gaziantep            | Gaziantep                  |
|         554 | DWAYNE      | OLVERA       |      101.78 |            22 |        1 | India                                 | Gujarat              | Rajkot                     |
|          83 | LOUISE      | JENKINS      |      101.75 |            25 |        1 | South Africa                          | Gauteng              | Springs                    |
|         156 | BERTHA      | FERGUSON     |      101.75 |            25 |        1 | Nigeria                               | Ondo & Ekiti         | Ondo                       |
|         359 | WILLIE      | MARKHAM      |      101.75 |            25 |        2 | Argentina                             | Buenos Aires         | Almirante Brown            |
|         219 | WILLIE      | HOWELL       |      101.74 |            26 |        2 | Argentina                             | Buenos Aires         | Vicente Lpez               |
|         298 | ERIKA       | PENA         |      101.74 |            26 |        1 | Finland                               | Pohjois-Pohjanmaa    | Oulu                       |
|         385 | PHILLIP     | HOLM         |      101.74 |            26 |        1 | Japan                                 | Ibaragi              | Tama                       |
|         387 | JESSE       | SCHILLING    |      101.74 |            26 |        2 | Congo, The Democratic Republic of the | Shaba                | Lubumbashi                 |
|         509 | RAUL        | FORTIER      |      100.80 |            20 |        1 | India                                 | Bihar                | Chapra                     |
|          55 | DORIS       | REED         |      100.78 |            22 |        2 | Russian Federation                    | Moskova              | Balaiha                    |
|         106 | CONNIE      | WALLACE      |      100.77 |            23 |        1 | Russian Federation                    | Ivanovo              | Ivanovo                    |
|         123 | SHANNON     | FREEMAN      |      100.76 |            24 |        2 | India                                 | Uttar Pradesh        | Varanasi (Benares)         |
|         456 | RONNIE      | RICKETTS     |      100.75 |            25 |        2 | Senegal                               | Ziguinchor           | Ziguinchor                 |
|         303 | WILLIAM     | SATTERFIELD  |      100.74 |            26 |        2 | Yemen                                 | Sanaa                | Sanaa                      |
|         474 | DUSTIN      | GILLETTE     |      100.74 |            26 |        2 | Netherlands                           | Drenthe              | Emmen                      |
|          77 | JANE        | BENNETT      |      100.72 |            28 |        2 | Brazil                                | So Paulo             | Araatuba                   |
|         361 | LAWRENCE    | LAWTON       |      100.69 |            31 |        2 | Cameroon                              | Centre               | Yaound                     |
|          64 | JUDITH      | COX          |      100.67 |            33 |        2 | China                                 | Sichuan              | Daxian                     |
|         449 | OSCAR       | AQUINO       |       99.80 |            20 |        2 | Iran                                  | Kerman               | Sirjan                     |
|         489 | RICARDO     | MEADOR       |       99.79 |            21 |        1 | Japan                                 | Okayama              | Okayama                    |
|          67 | KELLY       | TORRES       |       99.78 |            22 |        1 | China                                 | Hunan                | Xiangtan                   |
|         192 | LAURIE      | LAWRENCE     |       99.77 |            23 |        1 | India                                 | Uttar Pradesh        | Firozabad                  |
|         352 | ALBERT      | CROUSE       |       99.77 |            23 |        1 | Cameroon                              | Nord-Ouest           | Bamenda                    |
|         437 | RANDALL     | NEUMANN      |       99.77 |            23 |        2 | Dominican Republic                    | La Romana            | La Romana                  |
|         547 | KURT        | EMMONS       |       99.77 |            23 |        1 | Japan                                 | Ishikawa             | Kanazawa                   |
|          43 | CHRISTINE   | ROBERTS      |       99.76 |            24 |        2 | French Polynesia                      | Tahiti               | Faaa                       |
|         511 | CHESTER     | BENNER       |       99.76 |            24 |        1 | China                                 | Heilongjiang         | Suihua                     |
|          10 | DOROTHY     | TAYLOR       |       99.75 |            25 |        1 | Iran                                  | Esfahan              | Esfahan                    |
|         597 | FREDDIE     | DUGGAN       |       99.75 |            25 |        1 | Peru                                  | Piura                | Sullana                    |
|         570 | IVAN        | CROMWELL     |       99.74 |            26 |        2 | Mexico                                | Coahuila de Zaragoza | Monclova                   |
|         580 | ROSS        | GREY         |       99.73 |            27 |        1 | Philippines                           | Central Mindanao     | Iligan                     |
|          72 | THERESA     | WATSON       |       99.70 |            30 |        2 | Philippines                           | National Capital Reg | Taguig                     |
|         272 | KAY         | CALDWELL     |       98.80 |            20 |        1 | China                                 | Shandong             | Yantai                     |
|          17 | DONNA       | THOMPSON     |       98.79 |            21 |        1 | Russian Federation                    | Kalmykia             | Elista                     |
|         443 | FRANCISCO   | SKIDMORE     |       98.78 |            22 |        2 | Brazil                                | Rio Grande do Sul    | So Leopoldo                |
|         544 | CODY        | NOLEN        |       98.78 |            22 |        2 | Brazil                                | So Paulo             | So Bernardo do Campo       |
|         180 | STACY       | CUNNINGHAM   |       98.77 |            23 |        2 | Colombia                              | Risaralda            | Pereira                    |
|         217 | AGNES       | BISHOP       |       98.77 |            23 |        2 | India                                 | Uttar Pradesh        | Sambhal                    |
|         175 | ANNETTE     | OLSON        |       98.76 |            24 |        1 | India                                 | Kerala               | Allappuzha (Alleppey)      |
|          60 | MILDRED     | BAILEY       |       98.75 |            25 |        1 | India                                 | Rajasthan            | Jaipur                     |
|         264 | GWENDOLYN   | MAY          |       98.75 |            25 |        1 | Japan                                 | Osaka                | Higashiosaka               |
|         516 | ELMER       | NOE          |       98.74 |            26 |        2 | Cambodia                              | Battambang           | Battambang                 |
|         133 | PAULINE     | HENRY        |       98.73 |            27 |        1 | Mexico                                | Coahuila de Zaragoza | Torren                     |
|         310 | DANIEL      | CABRAL       |       97.80 |            20 |        2 | Brazil                                | Minas Gerais         | Ibirit                     |
|         505 | RAFAEL      | ABNEY        |       97.79 |            21 |        1 | Philippines                           | Central Luzon        | Talavera                   |
|          73 | BEVERLY     | BROOKS       |       97.76 |            24 |        2 | Taiwan                                | Chiayi               | Chiayi                     |
|         111 | CARMEN      | OWENS        |       97.74 |            26 |        1 | Venezuela                             | Distrito Federal     | Caracas                    |
|         182 | RENEE       | LANE         |       97.74 |            26 |        1 | United States                         | California           | Compton                    |
|         422 | MELVIN      | ELLINGTON    |       97.74 |            26 |        1 | China                                 | Hubei                | Laohekou                   |
|         498 | GENE        | SANBORN      |       97.73 |            27 |        1 | Oman                                  | Zufar                | Salala                     |
|         461 | DEREK       | BLAKELY      |       97.72 |            28 |        1 | Philippines                           | Northern Mindanao    | Gingoog                    |
|         578 | WILLARD     | LUMPKIN      |       96.78 |            22 |        2 | Mexico                                | Campeche             | Carmen                     |
|         101 | PEGGY       | MYERS        |       96.76 |            24 |        1 | Saudi Arabia                          | Asir                 | Abha                       |
|          69 | JUDY        | GRAY         |       96.75 |            25 |        2 | Algeria                               | Bchar                | Bchar                      |
|         326 | JOSE        | ANDREW       |       96.75 |            25 |        1 | Saint Vincent and the Grenadines      | St George            | Kingstown                  |
|         551 | CLAYTON     | BARBEE       |       96.74 |            26 |        2 | Brazil                                | Rio Grande do Sul    | Alvorada                   |
|         561 | IAN         | STILL        |       96.73 |            27 |        2 | United States                         | Texas                | Garland                    |
|         596 | ENRIQUE     | FORSYTHE     |       96.72 |            28 |        1 | Greece                                | West Greece          | Patras                     |
|         169 | ERICA       | MATTHEWS     |       95.78 |            22 |        2 | China                                 | Jiangxi              | Pingxiang                  |
|         476 | DERRICK     | BOURQUE      |       95.78 |            22 |        1 | Canada                                | Qubec                | Gatineau                   |
|         488 | SHANE       | MILLARD      |       95.78 |            22 |        2 | Mexico                                | Baja California Sur  | La Paz                     |
|          37 | PAMELA      | BAKER        |       95.77 |            23 |        1 | China                                 | Henan                | Nanyang                    |
|         216 | NATALIE     | MEYER        |       95.77 |            23 |        1 | Brazil                                | Gois                 | Aparecida de Goinia        |
|         291 | TONI        | HOLT         |       95.77 |            23 |        1 | United States                         | Virginia             | Roanoke                    |
|         364 | BENJAMIN    | VARNEY       |       95.77 |            23 |        1 | Mexico                                | Jalisco              | Guadalajara                |
|         431 | JOEL        | FRANCISCO    |       95.77 |            23 |        2 | Bolivia                               | Chuquisaca           | Sucre                      |
|          24 | KIMBERLY    | LEE          |       95.75 |            25 |        2 | Argentina                             | Crdoba               | Crdoba                     |
|         232 | CONSTANCE   | REID         |       95.75 |            25 |        2 | Nigeria                               | Kaduna               | Zaria                      |
|         507 | EDGAR       | RHOADS       |       95.75 |            25 |        2 | Turkey                                | Eskisehir            | Eskisehir                  |
|         132 | ESTHER      | CRAWFORD     |       95.72 |            28 |        2 | South Africa                          | Free State           | Botshabelo                 |
|         542 | LONNIE      | TIRADO       |       94.82 |            18 |        2 | Indonesia                             | Sumatera Selatan     | Pangkal Pinang             |
|         238 | NELLIE      | GARRETT      |       94.79 |            21 |        1 | India                                 | Karnataka            | Shimoga                    |
|          68 | NICOLE      | PETERSON     |       94.78 |            22 |        1 | India                                 | Madhya Pradesh       | Shivapuri                  |
|         134 | EMMA        | BOYD         |       94.77 |            23 |        1 | Egypt                                 | al-Qalyubiya         | Qalyub                     |
|         153 | SUZANNE     | NICHOLS      |       94.76 |            24 |        2 | Indonesia                             | Jakarta Raya         | Jakarta                    |
|         330 | SCOTT       | SHELLEY      |       94.75 |            25 |        1 | United States                         | Illinois             | Aurora                     |
|         142 | APRIL       | BURNS        |       94.74 |            26 |        1 | United Kingdom                        | Scotland             | Dundee                     |
|          81 | ANDREA      | HENDERSON    |       93.78 |            22 |        1 | Madagascar                            | Mahajanga            | Mahajanga                  |
|         189 | LORETTA     | CARPENTER    |       93.78 |            22 |        1 | Canada                                | Ontario              | Oshawa                     |
|         523 | HARVEY      | GUAJARDO     |       93.78 |            22 |        1 | Vietnam                               | Nghe An              | Vinh                       |
|         415 | GLENN       | PULLEN       |       93.77 |            23 |        1 | Netherlands                           | Utrecht              | Amersfoort                 |
|         130 | CHARLOTTE   | HUNTER       |       93.76 |            24 |        1 | Brazil                                | Gois                 | guas Lindas de Gois        |
|         229 | TAMARA      | NGUYEN       |       93.75 |            25 |        1 | Brazil                                | Gois                 | Anpolis                    |
|         235 | JACKIE      | LYNCH        |       93.75 |            25 |        1 | Colombia                              | Valle                | Buenaventura               |
|         377 | HOWARD      | FORTNER      |       93.74 |            26 |        1 | Iran                                  | Kermanshah           | Kermanshah                 |
|           6 | JENNIFER    | DAVIS        |       93.72 |            28 |        2 | United States                         | Texas                | Laredo                     |
|         174 | YVONNE      | WATKINS      |       92.79 |            21 |        2 | Venezuela                             | Miranda              | Ocumare del Tuy            |
|         301 | ROBERT      | BAUGHMAN     |       92.79 |            21 |        2 | Russian Federation                    | Kaliningrad          | Kaliningrad                |
|           8 | SUSAN       | WILSON       |       92.76 |            24 |        2 | New Zealand                           | Hamilton             | Hamilton                   |
|         104 | RITA        | GRAHAM       |       92.76 |            24 |        1 | France                                | Provence-Alpes-Cte   | Toulon                     |
|         188 | MELANIE     | ARMSTRONG    |       92.75 |            25 |        1 | Philippines                           | Caraga               | Bayugan                    |
|          36 | KATHLEEN    | ADAMS        |       92.73 |            27 |        2 | Iran                                  | Markazi              | Arak                       |
|         151 | MEGAN       | PALMER       |       92.73 |            27 |        2 | China                                 | Shandong             | Laiwu                      |
|         228 | ALLISON     | STANLEY      |       92.73 |            27 |        2 | Cambodia                              | Phnom Penh           | Phnom Penh                 |
|         212 | WILMA       | RICHARDS     |       91.80 |            20 |        2 | United States                         | Washington           | Bellevue                   |
|          33 | ANNA        | HILL         |       91.79 |            21 |        2 | Italy                                 | Piemonte             | Alessandria                |
|         222 | DELORES     | HANSEN       |       91.79 |            21 |        2 | Russian Federation                    | Jaroslavl            | Jaroslavl                  |
|         399 | DANNY       | ISOM         |       91.79 |            21 |        1 | Pakistan                              | Punjab               | Okara                      |
|          18 | CAROL       | GARCIA       |       91.78 |            22 |        2 | Nigeria                               | Kaduna               | Kaduna                     |
|         325 | TIMOTHY     | BUNN         |       91.78 |            22 |        1 | Brazil                                | Distrito Federal     | Braslia                    |
|          93 | PHYLLIS     | FOSTER       |       91.77 |            23 |        1 | China                                 | Inner Mongolia       | Zalantun                   |
|         392 | SEAN        | DOUGLASS     |       91.77 |            23 |        2 | Ethiopia                              | Addis Abeba          | Addis Abeba                |
|          99 | EMILY       | DIAZ         |       91.76 |            24 |        2 | South Korea                           | Kyongsangbuk         | Kimchon                    |
|         382 | VICTOR      | BARKLEY      |       91.76 |            24 |        2 | United States                         | New Hampshire        | Manchester                 |
|         564 | BOB         | PFEIFFER     |       91.76 |            24 |        2 | China                                 | Shandong             | Xintai                     |
|         435 | RICKY       | SHELBY       |       91.75 |            25 |        2 | China                                 | Shandong             | Junan                      |
|         463 | DARRELL     | POWER        |       91.75 |            25 |        2 | Canada                                | Nova Scotia          | Halifax                    |
|         208 | LUCY        | WHEELER      |       91.74 |            26 |        1 | India                                 | West Bengali         | Balurghat                  |
|         215 | JESSIE      | BANKS        |       91.74 |            26 |        2 | Bulgaria                              | Haskovo              | Stara Zagora               |
|         115 | WENDY       | HARRISON     |       91.70 |            30 |        1 | Mexico                                | Mxico                | Nezahualcyotl              |
|         552 | HUGH        | WALDROP      |       90.79 |            21 |        2 | China                                 | Zhejiang             | Haining                    |
|         539 | MATHEW      | BOLIN        |       90.78 |            22 |        1 | Venezuela                             | Carabobo             | Valencia                   |
|         184 | VIVIAN      | RUIZ         |       90.77 |            23 |        1 | Netherlands                           | Noord-Brabant        | s-Hertogenbosch            |
|         328 | JEFFREY     | SPEAR        |       90.77 |            23 |        2 | Indonesia                             | West Java            | Ciparay                    |
